BANK NAME,BRANCH NAME,SORT CODE
BANK OF GHANA,BANK OF GHANA ACCRA BRANCH,010101
BANK OF GHANA,BANK OF GHANA -AGONA SWEDRU BRANCH,010303
BANK OF GHANA,BANK OF GHANA -TAKORADI BRANCH,010401
BANK OF GHANA,BANK OF GHANA -SEFWI BOAKO BRANCH,010402
BANK OF GHANA,BANK OF GHANA -KUMASI BRANCH,010601
BANK OF GHANA,BANK OF GHANA -SUNYANI BRANCH,010701
BANK OF GHANA,BANK OF GHANA -TAMALE BRANCH,010801
BANK OF GHANA,BANK OF GHANA - HOHOE BRANCH,011101
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-HIGH STREET BRANCH,020101
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD- INDEPENDENCE AVENUE BRANCH,020102
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-LIBERIA ROAD BRANCH,020104
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-OPEIBEA HOUSE BRANCH,020105
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-TEMA BRANCH,020106
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-LEGON BRANCH,020108
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-OSU BRANCH,020112
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-SPINTEX BRANCH,020118
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-DANSOMAN BRANCH,020121
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-ABEKA BRANCH,020126
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH)-ACHIMOTA BRANCH,020127
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD- NIA BRANCH,020129
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD- TEMA HABOUR BRANCH,020132
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD- WESTHILLS BRANCH,020133
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-LIBERIA ROAD TAKORADI BRANCH,020436
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD- KNUST BRANCH,020611
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-AHODWO BRANCH,020613
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-HARPER ROAD BRANCH,020615
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-OBUASI BRANCH,020617
STANDARD CHARTERED BANK,STANDARD CHARTERED BANK(GH) LTD-TAMALE BRANCH,020823
ABSA (GH) LTD,ABSA (GH) LTD-KASOA BRANCH,030101
ABSA (GH) LTD,ABSA(GH) LTD-A AND C MALL BRANCH,030104
ABSA (GH) LTD,ABSA (GH) LTD-ACCRA MALL BRANCH,030105
ABSA (GH) LTD,ABSA (GH) LTD-ABEKA LAPAZ BRANCH,030106
ABSA (GH) LTD,ABSA (GH) LTD-DANSOMAN BRANCH,030107
ABSA (GH) LTD,ABSA(GH) LTD-GNPC BRANCH,030108
ABSA (GH) LTD,ABSA (GH) LTD-NIMA BRANCH,030109
ABSA (GH) LTD,ABSA (GH) LTD-LEGON BRANCH,030110
ABSA (GH) LTD,ABSA(GH) LTD-ACHIMOTA BRANCH,030111
ABSA (GH) LTD,ABSA (GH) LTD-OSU BRANCH,030112
ABSA (GH) LTD,ABSA (GH) LTD-RING ROAD CENTRAL BRANCH,030114
ABSA (GH) LTD,ABSA(GH) LTD -BCM BRANCH,030116
ABSA (GH) LTD,ABSA (GH) LTD-MOTORWAY EXT BRANCH,030117
ABSA (GH) LTD,ABSA(GH) LTD-SPINTEX MAIN BRANCH,030121
ABSA (GH) LTD,ABSA (GH) LTD-KNUTSFORD AVENUE BRANCH,030122
ABSA (GH) LTD,ABSA (GH) LTD-LEGON MAIN BRANCH,030125
ABSA (GH) LTD,ABSA (GH) LTD-TEMA FISHING HARBOUR BRANCH,030130
ABSA (GH) LTD,ABSA (GH) LTD-MAKOLA SQUARE BRANCH,030135
ABSA (GH) LTD,ABSA (GH) LTD-AIRPORT CITY BRANCH,030136
ABSA (GH) LTD,ABSA (GH) LTD-CIRCLE BRANCH,030141
ABSA (GH) LTD,ABSA (GH)LTD-ACCRA CORPORATE SERVICE CENTER BRANCH,030144
ABSA (GH) LTD,ABSA(GH) LTD-SPINTEX PRESTIGE BRANCH,030145
ABSA (GH) LTD,ABSA (GH) LTD-HIGH STREET BRANCH,030148
ABSA (GH) LTD,ABSA(GH) LTD-DIRECT SALES BRANCH,030149
ABSA (GH) LTD,ABSA (GH) LTD-AVENUE CENTRAL BRANCH,030154
ABSA (GH) LTD,ABSA(GH) LTD - UNDP BRANCH,030155
ABSA (GH) LTD,ABSA (GH) LTD-TEMA MAIN BRANCH,030160
ABSA (GH) LTD,ABSA(GH) LTD - SME CENTRE BRANCH,030161
ABSA (GH) LTD,ABSA(GH) LTD - AGBOBLOSHIE BRANCH,030162
ABSA (GH) LTD,ABSA(GH) LTD - MADINA BRANCH,030163
ABSA (GH) LTD,ABSA (GH) LTD-HEAD OFFICE BRANCH,030164
ABSA (GH) LTD,ABSA(GH) LTD - TESHIE NUNGUA BRANCH,030168
ABSA (GH) LTD,ABSA(GH) LTD - ACCRA NEWTOWN BRANCH,030169
ABSA (GH) LTD,ABSA(GH) LTD - DOME BRANCH,030170
ABSA (GH) LTD,ABSA (GH) LTD-DARKUMAN BRANCH,030173
ABSA (GH) LTD,ABSA (GH) LTD-INDEPENDENCE AVENUE BRANCH,030175
ABSA (GH) LTD,ABSA(GH) LTD - WEIJA BRANCH,030179
ABSA (GH) LTD,ABSA (GH) LTD-ASHAIMAN BRANCH,030184
ABSA (GH) LTD,ABSA(GH) LTD- HAATSO BRANCH,030185
ABSA (GH) LTD,ABSA (GH) LTD-KANESHIE BRANCH,030187
ABSA (GH) LTD,ABSA(GH) LTD - TEMA OIL REFINERY BRANCH,030189
ABSA (GH) LTD,ABSA (GH) LTD-NORTH KANESHIE BRANCH,030190
ABSA (GH) LTD,ABSA (GH) LTD-MAAMOBI BRANCH,030191
ABSA (GH) LTD,ABSA(GH) LTD- OFFSHORE BANKING,030192
ABSA (GH) LTD,ABSA (GH) LTD-MATAHEKO BRANCH,030193
ABSA (GH) LTD,ABSA(GH) LTD -ADENTA BRANCH,030194
ABSA (GH) LTD,ABSA(GH) LTD - ABOSSEY OKAI BRANCH,030195
ABSA (GH) LTD,ABSA(GH) LTD -KOTOBABI BRANCH,030196
ABSA (GH) LTD,ABSA(GH) LTD -PALM WINE JUNCTION BRANCH,030197
ABSA (GH) LTD,ABSA (GH) LTD-KOFORIDUA BRANCH,030242
ABSA (GH) LTD,ABSA(GH) LTD -NKAWKAW BRANCH,030243
ABSA (GH) LTD,ABSA (GH) LTD-ODA BRANCH,030246
ABSA (GH) LTD,ABSA (GH) LTD-NSAWAM BRANCH,030247
ABSA (GH) LTD,ABSA(GH) LTD - SOMANYA BRANCH,030286
ABSA (GH) LTD,ABSA(GH) LTD  - SWEDRU BRANCH,030320
ABSA (GH) LTD,ABSA (GH) LTD-CAPE COAST BRANCH,030337
ABSA (GH) LTD,ABSA (GH) LTD-OBUASI BRANCH,030338
ABSA (GH) LTD,ABSA(GH) LTD - WINNEBA BRANCH,030365
ABSA (GH) LTD,ABSA(GH) LTD - MANKESSIM BRANCH,030367
ABSA (GH) LTD,ABSA(GH) LTD -TWIFO PRASO BRANCH,030399
ABSA (GH) LTD,ABSA (GH) LTD-HIGH STREET-TAKORADI BRANCH,030431
ABSA (GH) LTD,ABSA (GH) LTD-LIBERATION ROAD-TAKORADI BRANCH,030432
ABSA (GH) LTD,ABSA (GH) LTD-TARKWA BRANCH,030434
ABSA (GH) LTD,ABSA (GH) LTD-TARKWA MINES BRANCH,030451
ABSA (GH) LTD,ABSA (GH) LTD-ASANKRAGUA BRANCH,030452
ABSA (GH) LTD,ABSA(GH) LTD - TAKORADI KOKOMPE BRANCH,030456
ABSA (GH) LTD,ABSA(GH) LTD -ELUBO BRANCH,030498
ABSA (GH) LTD,ABSA (GH) LTD-HO BRANCH,030539
ABSA (GH) LTD,ABSA(GH) LTD -HOHOE BRANCH,030540
ABSA (GH) LTD,ABSA(GH) LTD - AFLAO BRANCH,030572
ABSA (GH) LTD,ABSA (GH) LTD-ASAFO BRANCH,030623
ABSA (GH) LTD,ABSA (GH) LTD-PREMPEH II STREET,030627
ABSA (GH) LTD,ABSA (GH) LTD-KEJETIA- KUMASI BRANCH,030628
ABSA (GH) LTD,ABSA(GH) LTD -NEW SUAME MAGAZINE BRANCH,030653
ABSA (GH) LTD,ABSA(GH) LTD - OLD SUAME MAGAZINE BRANCH,030657
ABSA (GH) LTD,ABSA(GH) LTD - AGOGO BRANCH,030658
ABSA (GH) LTD,ABSA(GH) LTD - ADUM BRANCH,030666
ABSA (GH) LTD,ABSA(GH) LTD - BANTAMA BRANCH,030674
ABSA (GH) LTD,ABSA(GH) LTD - SEFWI-WIASO BRANCH,030676
ABSA (GH) LTD,ABSA(GH) LTD - KONONGO BRANCH,030677
ABSA (GH) LTD,ABSA (GH) LTD-KROFOM BRANCH,030680
ABSA (GH) LTD,ABSA (GH) LTD-TANOSO BRANCH,030681
ABSA (GH) LTD,ABSA(GH) LTD- TAFO BRANCH,030682
ABSA (GH) LTD,ABSA (GH) LTD-AHODWO BRANCH,030683
ABSA (GH) LTD,ABSA (GH) LTD-TECHIMAN BRANCH,030718
ABSA (GH) LTD,ABSA(GH) LTD - BEREKUM BRANCH,030724
ABSA (GH) LTD,ABSA (GH) LTD-SUNYANI BRANCH,030750
ABSA (GH) LTD,ABSA(GH) LTD - GOASO BRANCH,030759
ABSA (GH) LTD,ABSA(GH) LTD - ATEBUBU BRANCH,030778
ABSA (GH) LTD,ABSA (GH) LTD-TAMALE BRANCH,030833
ABSA (GH) LTD,ABSA(GH) LTD -GUMANI BRANCH,030871
ABSA (GH) LTD,ABSA (GH) LTD-BOLGATANGA BRANCH,030919
ABSA (GH) LTD,ABSA (GH) LTD-BAWKU BRANCH,030926
ABSA (GH) LTD,ABSA(GH) LTD - WA BRANCH,031088
GCB BANK LTD,GCB BANK LTD - WA BRANCH,040001
GCB BANK LTD,GCB BANK LTD - TUMU BRANCH,040002
GCB BANK LTD,GCB BANK LTD - LAWRA BRANCH,040003
GCB BANK LTD,GCB BANK LTD - BOLE BRANCH,040004
GCB BANK LTD,GCB BANK LTD-HIGH STREET BRANCH,040101
GCB BANK LTD,GCB BANK LTD -BURMA CAMP BRANCH,040102
GCB BANK LTD,GCB BANK LTD -LEGON BRANCH,040103
GCB BANK LTD,GCB BANK LTD-MINISTRIES BRANCH,040105
GCB BANK LTD,GCB BANK LTD - REPUBLIC HOUSE BRANCH,040106
GCB BANK LTD,GCB BANK LTD-TEMA MAIN BRANCH,040107
GCB BANK LTD,GCB BANK LTD-TEMA MARKET BRANCH,040108
GCB BANK LTD,GCB BANK LTD-TEMA INDUSTRIAL AREA BRANCH,040109
GCB BANK LTD,GCB BANK LTD-TEMA FISHING HARBOUR BRANCH,040110
GCB BANK LTD,GCB BANK LTD - RING ROAD WEST BRANCH,040111
GCB BANK LTD,GCB BANK LTD-KANESHIE MARKET BRANCH,040112
GCB BANK LTD,GCB BANK LTD-KORLEBU BRANCH,040113
GCB BANK LTD,GCB BANK LTD-OSU BRANCH,040114
GCB BANK LTD,GCB BANK LTD-DERBY AVENUE BRANCH,040115
GCB BANK LTD,GCB BANK LTD -BOUNDARY ROAD BRANCH,040116
GCB BANK LTD,GCB BANK LTD-LIBERTY HOUSE BRANCH,040117
GCB BANK LTD,GCB BANK LTD-ACCRA NEW TOWN BRANCH,040118
GCB BANK LTD,GCB BANK LTD-TRADE FAIR SITE BRANCH,040119
GCB BANK LTD,GCB BANK LTD-KANESHIE INDUSTRIAL AREA BRANCH,040120
GCB BANK LTD,GCB BANK LTD-ASHAIMAN BRANCH,040121
GCB BANK LTD,GCB BANK LTD-MADINA BRANCH,040123
GCB BANK LTD,GCB BANK LTD - 31ST DECEMBER MARKET BRANCH,040124
GCB BANK LTD,GCB BANK LTD -TETTEH QUARSHIE CIRCLE BRANCH,040126
GCB BANK LTD,GCB BANK LTD -KWAME NKRUMAH CIRCLE BRANCH,040127
GCB BANK LTD,GCB LTD-INTERNATIONAL TRADE FINANCE BRANCH,040128
GCB BANK LTD,GCB BANK LTD-GLOBAL TRANSFER SERVICES BRANCH,040129
GCB BANK LTD,GCB BANK LTD-TANTRA HILL BRANCH,040130
GCB BANK LTD,GCB BANK LTD - KASOA BRANCH,040131
GCB BANK LTD,GCB BANK LTD -DOME (KWABENYA) BRANCH,040132
GCB BANK LTD,GCB BANK LTD - ABLENKPE BRANCH,040133
GCB BANK LTD,GCB BANK LTD - KASOA MAIN BRANCH,040134
GCB BANK LTD,GCB BANK LTD-SAFEBOUND (JUBILEE) TEMA BRANCH,040135
GCB BANK LTD,GCB BANK LTD - KISSEIMAN BRANCH,040136
GCB BANK LTD,GCB BANK LTD - SPINTEX ROAD BRANCH,040138
GCB BANK LTD,GCB BANK LTD-ACCRA NORTH CIRCLE BRANCH,040139
GCB BANK LTD,GCB BANK LTD - DANSOMAN BRANCH,040146
GCB BANK LTD,GCB BANK LTD - ADENTA MARKET BRANCH,040147
GCB BANK LTD,GCB BANK LTD - NIMA BRANCH,040148
GCB BANK LTD,GCB BANK LTD - NUNGUA BRANCH,040149
GCB BANK LTD,GCB BANK LTD - ABEKA LAPAZ BRANCH,040150
GCB BANK LTD,GCB BANK LTD - HAATSO BRANCH,040162
GCB BANK LTD,GCB BANK LTD - AMASAMAN BRANCH,040163
GCB BANK LTD,GCB BANK LTD - ADJIRIGANO BRANCH,040164
GCB BANK LTD,GCB BANK LTD - WEIJA BRANCH,040165
GCB BANK LTD,GCB BANK LTD - KATAMANTO BRANCH,040166
GCB BANK LTD,GCB BANK LTD - ADABRAKA BRANCH,040167
GCB BANK LTD,GCB BANK LTD - AIRPORT CITY BRANCH,040168
GCB BANK LTD,GCB BANK LTD - EAST LEGON BRANCH,040169
GCB BANK LTD,GCB BANK LTD - TEMA COMMUNITY 2 BRANCH,040170
GCB BANK LTD,GCB BANK LTD - GCB BANK LTD - OKAISHIE BRANCH,040171
GCB BANK LTD,GCB BANK LTD - CENTRAL UNIVERSITY COLLEGE BRANCH,040172
GCB BANK LTD,GCB BANK LTD - LABONE BRANCH,040173
GCB BANK LTD,GCB BANK LTD - ACHIMOTA BRANCH,040174
GCB BANK LTD,GCB BANK LTD - A&C MALL BRANCH,040175
GCB BANK LTD,GCB BANK LTD - TESANO BRANCH,040176
GCB BANK LTD,GCB BANK LTD - ABOSSEY OKAI BRANCH,040177
GCB BANK LTD,GCB BANK LTD - MANDELA PARK BRANCH,040178
GCB BANK LTD,GCB BANK LTD - OSU OXFORD STREET BRANCH,040179
GCB BANK LTD,GCB BANK LTD - MARTEY TSURU BRANCH,040180
GCB BANK LTD,GCB BANK LTD - TEMA COMMUNITY 1 BRANCH,040181
GCB BANK LTD,GCB BANK LTD - MADINA ZONGO JUNCTION BRANCH,040182
GCB BANK LTD,GCB BANK LTD - DZORWULU BRANCH BRANCH,040183
GCB BANK LTD,GCB BANK LTD -AIRPORT TERMINAL 3 BRANCH,040184
GCB BANK LTD,GCB BANK LTD-HEAD OFFICE BRANCH,040199
GCB BANK LTD,GCB BANK LTD - KOFORIDUA BRANCH,040201
GCB BANK LTD,GCB BANK LTD - AKIM ODA BRANCH,040202
GCB BANK LTD,GCB BANK LTD -KADE BRANCH,040203
GCB BANK LTD,GCB BANK  LTD - NEW TAFO BRANCH,040205
GCB BANK LTD,GCB BANK LTD- NKAWKAW BRANCH,040206
GCB BANK LTD,GCB BANK LTD -  SOMANYA BRANCH,040207
GCB BANK LTD,GCB BANK LTD - ASAMANKESE BRANCH,040208
GCB BANK LTD,GCB BANK LTD - AKROPONG AKWAPIM BRANCH,040209
GCB BANK LTD,GCB BANK  LTD - MAMPONG AKWAPIM BRANCH,040210
GCB BANK LTD,GCB BANK LTD - ANYIMAN BRANCH,040212
GCB BANK LTD,GCB BANK LTD - ADA FOAH BRANCH,040213
GCB BANK LTD,GCB BANK LTD - SUHUM BRANCH,040214
GCB BANK LTD,GCB BANK LTD - NSAWAM BRANCH,040216
GCB BANK LTD,GCB BANK LTD - KIBI BRANCH,040217
GCB BANK LTD,GCB BANK LTD - AKOSOMBO BRANCH,040218
GCB BANK LTD,GCB BANK LTD - MPRAESO BRANCH,040219
GCB BANK LTD,GCB BANK LTD - AKUSE BRANCH,040220
GCB BANK LTD,GCB BANK LTD - DONKORKROM BRANCH,040221
GCB BANK LTD,GCB BANK LTD - ABURI BRANCH,040222
GCB BANK LTD,GCB BANK LTD - KOFORIDUA CENTRAL GCB BANK LTD BRANCH,040224
GCB BANK LTD,GCB BANK LTD-CAPE COAST MAIN BRANCH,040301
GCB BANK LTD,GCB BANK LTD-UNIVERSITY OF CAPE COAST BRANCH,040302
GCB BANK LTD,GCB BANK LTD - AGONA SWEDRU BRANCH,040303
GCB BANK LTD,GCB BANK LTD - ASSIN FOSU BRANCH,040304
GCB BANK LTD,GCB BANK LTD-WINNEBA BRANCH,040305
GCB BANK LTD,GCB BANK LTD - BREMAN ASIKUMA BRANCH,040306
GCB BANK LTD,GCB BANK LTD - ABURA DUNKWA BRANCH,040307
GCB BANK LTD,GCB BANK LTD - SALTPOND BRANCH,040308
GCB BANK LTD,GCB BANK LTD - MANKESSIM BRANCH,040309
GCB BANK LTD,GCB BANK LTD - TWIFO PRASO BRANCH,040310
GCB BANK LTD,GCB BANK LTD - ELMINA BRANCH,040315
GCB BANK LTD,GCB BANK LTD - CORONATION JUNCTION BRANCH,040317
GCB BANK LTD,GCB BANK LTD-TAKORADI MAIN BRANCH,040401
GCB BANK LTD,GCB BANK LTD-TAKORADI HARBOUR BRANCH,040402
GCB BANK LTD,GCB BANK LTD-TAKORADI MARKET CIRCLE BRANCH,040403
GCB BANK LTD,GCB BANK LTD-SEKONDI BRANCH,040404
GCB BANK LTD,GCB BANK LTD-TARKWA BRANCH,040405
GCB BANK LTD,GCB BANK LTD-SAMREBOI BRANCH,040406
GCB BANK LTD,GCB BANK LTD - ENCHI BRANCH,040407
GCB BANK LTD,GCB BANK LTD - AXIM BRANCH,040408
GCB BANK LTD,GCB BANK LTD - HALFASSINI BRANCH,040409
GCB BANK LTD,GCB BANK LTD - DUNKWA-ON-OFFIN BRANCH,040410
GCB BANK LTD,GCB BANK LTD - SEFWI WIAWSO,040412
GCB BANK LTD,GCB BANK LTD - DADIESO BRANCH,040413
GCB BANK LTD,GCB BANK LTD - BOGOSO BRANCH,040414
GCB BANK LTD,GCB BANK LTD-ELUBO BRANCH,040415
GCB BANK LTD,GCB BANK LTD - PRESTEA BRANCH,040471
GCB BANK LTD,GCB BANK LTD -HO BRANCH,040501
GCB BANK LTD,GCB BANK LTD - AFLAO BRANCH,040502
GCB BANK LTD,GCB BANK LTD -DZODZE BRANCH,040503
GCB BANK LTD,GCB BANK LTD -JASIKAN BRANCH,040504
GCB BANK LTD,GCB BANK LTD - KADJEBI BRANCH,040506
GCB BANK LTD,GCB BANK LTD - KETA BRANCH,040507
GCB BANK LTD,GCB BANK LTD - KETEKRACHI BRANCH,040508
GCB BANK LTD,GCB BANK LTD - KPANDO BRANCH,040509
GCB BANK LTD,GCB BANK LTD - HOHOE BRANCH,040511
GCB BANK LTD,GCB BANK LTD - SOGAKOPE BRANCH,040512
GCB BANK LTD,GCB BANK LTD - PEKI BRANCH,040514
GCB BANK LTD,GCB BANK LTD - ABOR BRANCH,040515
GCB BANK LTD,GCB BANK LTD - AKATSI BRANCH,040517
GCB BANK LTD,GCB BANK LTD - NKWANTA BRANCH,040523
GCB BANK LTD,GCB BANK LTD - HO MARKET BRANCH,040526
GCB BANK LTD,GCB BANK LTD - DAMBAI BRANCH,040527
GCB BANK LTD,GCB BANK LTD - HO POLYTECHNIC BRANCH,040530
GCB BANK LTD,GCB BANK LTD - CENTRAL PROCESSING CENTRE,040555
GCB BANK LTD,GCB BANK LTD-KUMASI MAIN BRANCH,040601
GCB BANK LTD,GCB BANK LTD-ASAFO MARKET BRANCH,040602
GCB BANK LTD,GCB BANK LTD - KNUST KUMASI BRANCH,040603
GCB BANK LTD,GCB BANK LTD - KEJETIA BRANCH,040604
GCB BANK LTD,GCB BANK LTD - KONONGO BRANCH,040605
GCB BANK LTD,GCB BANK LTD - MAMPONG ASHANTI BRANCH,040607
GCB BANK LTD,GCB BANK LTD - BEKWAI BRANCH,040609
GCB BANK LTD,GCB BANK LTD - EFFIDUASE ASHANTI BRANCH,040610
GCB BANK LTD,GCB BANK LTD - OBUASI BRANCH,040611
GCB BANK LTD,GCB  BANK LTD -EJISU BRANCH,040612
GCB BANK LTD,GCB BANK LTD - NEW OFFINSO,040613
GCB BANK LTD,GCB BANK LTD - EJURA BRANCH,040614
GCB BANK LTD,GCB BANK LTD -TEPA BRANCH,040615
GCB BANK LTD,GCB  BANK LTD - AKUMADAN BRANCH,040616
GCB BANK LTD,GCB  BANK LTD - JUASO BRANCH,040617
GCB BANK LTD,GCB BANK LTD - NEW EDUBIASE BRANCH,040618
GCB BANK LTD,GCB BANK LTD - AHINSAN KUMASI BRANCH,040619
GCB BANK LTD,GCB BANK LTD - AGONA ASHANTI BRANCH,040620
GCB BANK LTD,GCB BANK LTD -JUBILEE HOUSE BRANCH,040621
GCB BANK LTD,GCB BANK LTD - AGOGO BRANCH,040622
GCB BANK LTD,GCB BANK LTD - NKAWIE BRANCH,040623
GCB BANK LTD,GCB LTD - HARPER ROAD KUMASI BRANCH,040625
GCB BANK LTD,GCB BANK LTD - BANTAMA BRANCH,040627
GCB BANK LTD,GCB BANK LTD -TECH JUNCTION KUMASI BRANCH,040628
GCB BANK LTD,GCB BANK LTD - MAGAZINE BRANCH,040629
GCB BANK LTD,GCB BANK LTD - SUAME BRANCH,040630
GCB BANK LTD,GCB BANK LTD - SOFOLINE BRANCH,040631
GCB BANK LTD,GCB BANK LTD - SUNYANI BRANCH,040701
GCB BANK LTD,GCB BANK LTD - BECHEM BRANCH,040702
GCB BANK LTD,GCB BANK LTD - BEREKUM BRANCH,040703
GCB BANK LTD,GCB BANK LTD - DORMAA AHENKRO BRANCH,040704
GCB BANK LTD,GCB BANK LTD - DUAYAWNKWANTA BRANCH,040705
GCB BANK LTD,GCB BANK LTD - HWIDIEM BRANCH,040706
GCB BANK LTD,GCB  BANK LTD - GOASO BRANCH,040707
GCB BANK LTD,GCB BANK LTD - MIM BRANCH,040709
GCB BANK LTD,GCB BANK LTD - JAPEKROM BRANCH,040710
GCB BANK LTD,GCB BANK LTD - WENCHI BRANCH,040711
GCB BANK LTD,GCB BANK LTD - KINTAMPO BRANCH,040712
GCB BANK LTD,GCB BANK LTD - NKORANZA BRANCH,040713
GCB BANK LTD,GCB BANK LTD -TECHIMAN BRANCH,040715
GCB BANK LTD,GCB BANK LTD - SANKORE BRANCH,040717
GCB BANK LTD,GCB BANK LTD -SAMPA BRANCH,040723
GCB BANK LTD,GCB BANK LTD -TECHIMAN MARKET BRANCH,040724
